ID,K,Question,Source_Document,Source_Page,Expected_Source_Pages,Retrieved_Physical_Pages,Page_Coverage_Status,Model,Num_Retrieved_Chunks,Expected_Document_Count,Expected_Page_Count,Matched_Document_Count,Matched_Page_Count,Document_Coverage,Page_Coverage,Source_Hit,First_Relevant_Rank,MRR,nDCG,Faithfulness,Answer_Relevancy,Context_Relevance,Prompt_Tokens,Generated_Tokens,Total_Tokens,Retrieval_Time_Seconds,Generation_Time_Seconds,Evaluation_Time_Seconds,Evaluation_Status,Evaluation_Attempts,Evaluation_Error,Raw_Evaluator_Response
EQ003,3,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,3,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,1669,31,1700,0.0770922010001413,5.429228363999755,118.48873972892761,success,1,,"{
  ""faithfulness"": 1.0,
  ""answer_relevancy"": 1.0,
  ""context_relevance"": 1.0
}"
EQ003,4,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,4,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,2236,24,2260,0.0770922010001413,6.248432596999919,106.36352872848511,success,1,,"{
  ""faithfulness"": 1.0,
  ""answer_relevancy"": 1.0,
  ""context_relevance"": 1.0
}"
EQ003,5,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14, 25]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,5,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,2716,23,2739,0.0770922010001413,7.461865176000174,102.57466125488281,success,1,,"{
  ""faithfulness"": 1.0,
  ""answer_relevancy"": 1.0,
  ""context_relevance"": 1.0
}"
EQ003,6,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14, 25, 64]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,6,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,3380,23,3403,0.0770922010001413,9.996965053000167,102.70552611351013,success,1,,"{
  ""faithfulness"": 1.0,
  ""answer_relevancy"": 1.0,
  ""context_relevance"": 1.0
}"
EQ003,7,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14, 25, 64, 44]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,7,1,1,1,,1.0,,1,1,1.0,1.0,,,,3715,23,3738,0.0770922010001413,11.244500108000013,,failed,3,ValueError: Evaluator response could not be parsed into valid scores.,"{
  ""faithfulness"": 1.0,
  ""answer_correctness"": 1.0,
  ""helpfulness"": 1.0
}"
EQ003,8,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14, 25, 64, 44, 50]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,8,1,1,1,,1.0,,1,1,1.0,0.9876712785649564,,,,3994,23,4017,0.0770922010001413,12.42987072599999,,failed,3,ValueError: Evaluator response could not be parsed into valid scores.,"{
  ""date_issued"": ""Not specified in the provided sources""
}"
EQ003,9,When was CISA's incident-response playbook issued?,GAO-24-105658,PDF p. 2,[2],"[24, 38, 20, 14, 25, 64, 44, 50, 46]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,9,1,1,1,,1.0,,1,1,1.0,0.9799214801447083,,,,4606,92,4698,0.0770922010001413,26.041747297000256,,failed,3,ValueError: Evaluator response could not be parsed into valid scores.,"{
  ""date"": ""November 2021"",
  ""agency"": ""CISA""
}"
EQ004,1,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,GAO-24-106576,PDF p. 2,[2],[46],not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,1,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,0.0,170,39,209,0.026340891000018,3.818129937999856,115.87857699394226,success,1,,"{""faithfulness"": 1.0, ""answer_relevancy"": 1.0, ""context_relevance"": 0.0}"
EQ004,2,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,GAO-24-106576,PDF p. 2,[2],"[46, 2]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,2,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,354,75,429,0.026340891000018,7.6175562309999805,89.80058598518372,success,1,,"{""faithfulness"": 1.0, ""answer_relevancy"": 1.0, ""context_relevance"": 1.0}"
EQ004,3,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,GAO-24-106576,PDF p. 2,[2],"[46, 2, 30]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,3,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,940,69,1009,0.026340891000018,7.637086159999853,202.4249711036682,success,1,,"{""faithfulness"": 1.0, ""answer_relevancy"": 1.0, ""context_relevance"": 1.0}"
EQ004,4,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,GAO-24-106576,PDF p. 2,[2],"[46, 2, 30, 27]",not_computed_pages_not_proven_same_namespace,Qwen/Qwen3-8B,4,1,1,1,,1.0,,1,1,1.0,1.0,1.0,1.0,1.0,1455,19,1474,0.026340891000018,3.726204438999957,140.86100578308105,success,1,,"{
  ""faithfulness"": 1.0,
  ""answer_relevancy"": 1.0,
  ""context_relevance"": 1.0
}"
