ID,Question,Reference_Answer,Expected_Source_Document,Expected_Source_Page,K,Evidence_Found,Retrieved_Sources,Retrieval_Time_Seconds
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}]",0.013954199966974556
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}]",0.012338499946054071
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}]",0.010690799972508103
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}]",0.022260500001721084
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}]",0.02023880003252998
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.822910487651825}]",0.0267693999921903
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.822910487651825}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 0.856231689453125}]",0.0220907999901101
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.822910487651825}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 0.856231689453125}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 0.8837590217590332}]",0.011891099973581731
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.822910487651825}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 0.856231689453125}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 0.8837590217590332}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 4, ""distance"": 0.884005606174469}]",0.01778960000956431
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,10,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5854775309562683}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7580001950263977}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 0.7636392116546631}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8006081581115723}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 45, ""distance"": 0.8215126991271973}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.822910487651825}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 0.856231689453125}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 0.8837590217590332}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 4, ""distance"": 0.884005606174469}, {""rank"": 10, ""document"": ""gao-24-107231.pdf"", ""page"": 29, ""distance"": 0.888957142829895}]",0.011646699975244701
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}]",0.019590699987020344
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}]",0.016978200001176447
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}]",0.04539039998780936
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}]",0.022312200046144426
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}]",0.013266000023577362
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 64, ""distance"": 0.9235020875930786}]",0.014984800014644861
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 64, ""distance"": 0.9235020875930786}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 44, ""distance"": 0.944780707359314}]",0.013456500018946826
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 64, ""distance"": 0.9235020875930786}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 44, ""distance"": 0.944780707359314}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.9705806374549866}]",0.014098100014962256
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 64, ""distance"": 0.9235020875930786}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 44, ""distance"": 0.944780707359314}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.9705806374549866}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 46, ""distance"": 0.9734125733375549}]",0.015191799961030483
EQ003,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,10,False,"[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 0.7166346311569214}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 38, ""distance"": 0.7884235382080078}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 0.8892508745193481}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 14, ""distance"": 0.8946880102157593}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 0.9085635542869568}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 64, ""distance"": 0.9235020875930786}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 44, ""distance"": 0.944780707359314}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 50, ""distance"": 0.9705806374549866}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 46, ""distance"": 0.9734125733375549}, {""rank"": 10, ""document"": ""d24106576.pdf"", ""page"": 28, ""distance"": 0.9876038432121277}]",0.011691799969412386
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}]",0.01684429997112602
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}]",0.016662700043525547
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}]",0.014494300005026162
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 27, ""distance"": 0.757619321346283}]",0.016644799965433776
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 27, ""distance"": 0.757619321346283}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 10, ""distance"": 0.8164567351341248}]",0.015401799988467246
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 27, ""distance"": 0.757619321346283}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 10, ""distance"": 0.8164567351341248}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8437634706497192}]",0.014828300045337528
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 27, ""distance"": 0.757619321346283}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 10, ""distance"": 0.8164567351341248}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8437634706497192}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 59, ""distance"": 0.8533379435539246}]",0.014005100005306304
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.6729469895362854}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.7086263298988342}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 30, ""distance"": 0.7465260624885559}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 27, ""distance"": 0.757619321346283}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 10, ""distance"": 0.8164567351341248}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8437634706497192}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 59, ""distance"": 0.8533379435539246}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 46, ""distance"": 0.8709733486175537}]",0.015436300018336624
