ID,Question,Primary_Category,Secondary_Category,Complexity,Answerable,Reference_Answer,Source_Document,Source_Page,K,Num_Retrieved_Chunks,Generated_Answer,Prompt_Tokens,Generated_Tokens,Total_Tokens,Retrieval_Time_Seconds,Generation_Time_Seconds,Model,Timestamp,Answer_Empty,Generation_Failed,Generation_Succeeded,Potentially_Truncated,Answer_Character_Length,Parsed_Retrieved_Source_Count,Retrieval_Count_Matches_K,Minimum_Retrieval_Distance,Maximum_Retrieval_Distance
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,1,1,The 23 civilian CFO Act agencies were covered in GAO's incident-response preparedness finding.,814,21,835,0.0195716670000365,2.9365615309998248,Qwen/Qwen3-8B,2026-08-28 09:13:57,False,False,True,False,94,1,True,0.5854775309562683,0.5854775309562683
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,2,2,The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies were covered in GAO's incident-response preparedness finding.,1379,33,1412,0.0195716670000365,5.526953756999774,Qwen/Qwen3-8B,2026-08-28 09:14:02,False,False,True,False,129,2,True,0.5854775309562683,0.7580002546310425
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,3,3,The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies were covered in GAO's incident-response preparedness finding.,1927,33,1960,0.0195716670000365,6.028005253000174,Qwen/Qwen3-8B,2026-08-28 09:14:08,False,False,True,False,129,3,True,0.5854775309562683,0.7636392116546631
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,4,4,"The context states that ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies"" were covered in GAO's incident-response preparedness finding. Therefore, the number of civilian CFO Act agencies covered is 23.",2390,54,2444,0.0195716670000365,9.828426055999898,Qwen/Qwen3-8B,2026-08-28 09:14:18,False,False,True,False,221,4,True,0.5854775309562683,0.800608217716217
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,5,5,"The context indicates that there are 23 civilian CFO Act agencies. The question asks how many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding. The retrieved context explicitly states that the GAO reviewed documentation from the 23 civilian agencies and CISA to assess their progress in meeting key requirements. Therefore, the answer is 23.",2960,75,3035,0.0195716670000365,14.553675268000006,Qwen/Qwen3-8B,2026-08-28 09:14:33,False,False,True,False,379,5,True,0.5854775309562683,0.8215128183364868
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,6,6,"The context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",3239,78,3317,0.0195716670000365,16.288881172999936,Qwen/Qwen3-8B,2026-08-28 09:14:49,False,False,True,False,360,6,True,0.5854775309562683,0.8229103088378906
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,7,7,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",3369,79,3448,0.0195716670000365,17.259289181999975,Qwen/Qwen3-8B,2026-08-28 09:15:06,False,False,True,False,370,7,True,0.5854775309562683,0.856231689453125
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,8,8,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",3600,79,3679,0.0195716670000365,17.974729323000247,Qwen/Qwen3-8B,2026-08-28 09:15:24,False,False,True,False,370,8,True,0.5854775309562683,0.8837591409683228
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,9,9,"The context indicates that there are 23 civilian CFO Act agencies. This is explicitly stated in the context from SOURCE 1, which mentions ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",3835,75,3910,0.0195716670000365,18.85592192100012,Qwen/Qwen3-8B,2026-08-28 09:15:43,False,False,True,False,322,9,True,0.5854775309562683,0.8840056657791138
EQ002,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,Factual,,Low,Yes,The report covered 23 civilian CFO Act agencies.,GAO-24-105658,PDF p. 2,10,10,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is explicitly stated in the context from SOURCE 1, which mentions ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",4327,76,4403,0.0195716670000365,21.87323834300014,Qwen/Qwen3-8B,2026-08-28 09:16:05,False,False,True,False,332,10,True,0.5854775309562683,0.8889570832252502
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,1,1,"The context does not specify the exact date when CISA's incident-response playbook was issued. It only mentions that as of October 2022, agencies had updated or better aligned their incident response plans with the playbook. Therefore, based on the provided information, the exact issuance date of the playbook is not stated.",660,65,725,0.0770922010001413,6.954923933999908,Qwen/Qwen3-8B,2026-08-28 09:16:13,False,False,True,False,325,1,True,0.7166346311569214,0.7166346311569214
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,2,2,"The context does not specify the exact date when CISA's incident-response playbook was issued. It only mentions that agencies had updated or better aligned their incident response plans with the playbook as of October 2022, and that CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks. Without a specific date provided in the context, the exact issuance date cannot be determined from the given information.",1106,84,1190,0.0770922010001413,9.733281177999745,Qwen/Qwen3-8B,2026-08-28 09:16:22,False,False,True,False,448,2,True,0.7166346311569214,0.7884235382080078
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,3,3,"The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks, which include the incident-response playbook, were issued in November 2021.",1669,31,1700,0.0770922010001413,5.429228363999755,Qwen/Qwen3-8B,2026-08-28 09:16:28,False,False,True,False,157,3,True,0.7166346311569214,0.8892509937286377
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,4,4,CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks in November 2021.,2236,24,2260,0.0770922010001413,6.248432596999919,Qwen/Qwen3-8B,2026-08-28 09:16:34,False,False,True,False,110,4,True,0.7166346311569214,0.8946878910064697
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,5,5,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,2716,23,2739,0.0770922010001413,7.461865176000174,Qwen/Qwen3-8B,2026-08-28 09:16:42,False,False,True,False,110,5,True,0.7166346311569214,0.9085637331008911
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,6,6,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,3380,23,3403,0.0770922010001413,9.996965053000167,Qwen/Qwen3-8B,2026-08-28 09:16:52,False,False,True,False,110,6,True,0.7166346311569214,0.9235021471977234
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,7,7,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,3715,23,3738,0.0770922010001413,11.244500108000013,Qwen/Qwen3-8B,2026-08-28 09:17:03,False,False,True,False,110,7,True,0.7166346311569214,0.9447805881500244
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,8,8,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,3994,23,4017,0.0770922010001413,12.42987072599999,Qwen/Qwen3-8B,2026-08-28 09:17:15,False,False,True,False,110,8,True,0.7166346311569214,0.9705806970596313
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,9,9,"The retrieved context indicates that CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks in November 2021. This is stated in Source 4, which mentions that CISA is to develop a standard set of operational procedures (playbook) to be used by agencies in planning and conducting cybersecurity vulnerability and incident response activities, and that federal agencies are to use the CISA playbook (issued in November 2021).",4606,92,4698,0.0770922010001413,26.041747297000256,Qwen/Qwen3-8B,2026-08-28 09:17:41,False,False,True,False,460,9,True,0.7166346311569214,0.9734125137329102
EQ003,When was CISA's incident-response playbook issued?,Factual,,Low,Yes,CISA issued the playbook in November 2021.,GAO-24-105658,PDF p. 2,10,10,,0,0,0,0.0770922010001413,0.0,Qwen/Qwen3-8B,2026-08-28 09:17:46,True,True,False,False,0,10,True,0.7166346311569214,0.9876039028167725
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,1,1,"The context does not provide the specific number of selected nonfederal entities that cited positive experiences with CISA OT products and services. Therefore, the answer cannot be determined from the given information.",170,39,209,0.026340891000018,3.818129937999856,Qwen/Qwen3-8B,2026-08-28 09:17:51,False,False,True,False,219,1,True,0.6729468703269958,0.6729468703269958
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,2,2,"The context does not provide a specific number of the selected nonfederal entities that cited positive experiences with CISA OT products and services. It only mentions that the nonfederal entities were asked to describe any positive experiences, and these experiences are detailed in appendices V and VI. Without access to the appendices, the exact count cannot be determined from the given context.",354,75,429,0.026340891000018,7.6175562309999805,Qwen/Qwen3-8B,2026-08-28 09:17:58,False,False,True,False,399,2,True,0.6729468703269958,0.7086264491081238
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,3,3,"The context does not provide specific information on the number of selected nonfederal entities that cited positive experiences with CISA OT products and services. It only mentions that nonfederal entities were asked to describe positive experiences, and these experiences are detailed in appendices V and VI. However, the exact count is not given in the retrieved context.",940,69,1009,0.026340891000018,7.637086159999853,Qwen/Qwen3-8B,2026-08-28 09:18:06,False,False,True,False,373,3,True,0.6729468703269958,0.7465261816978455
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,4,4,Answer: Twelve nonfederal entities identified positive experiences with CISA OT products and services.,1455,19,1474,0.026340891000018,3.726204438999957,Qwen/Qwen3-8B,2026-08-28 09:18:10,False,False,True,False,102,4,True,0.6729468703269958,0.7576195001602173
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,5,5,"The selected nonfederal entities identified positive experiences with nine of CISA’s products and services. Additionally, three products were noted to have positive experiences, making a total of twelve nonfederal entities that identified positive experiences. However, the exact number of nonfederal entities that cited positive experiences is not specified in the context.",1997,66,2063,0.026340891000018,9.250926569000056,Qwen/Qwen3-8B,2026-08-28 09:18:19,False,False,True,False,374,5,True,0.6729468703269958,0.8164567947387695
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,6,6,Answer: Twelve nonfederal entities identified positive experiences using nine of CISA’s products and services.,2717,21,2738,0.026340891000018,7.483275878999848,Qwen/Qwen3-8B,2026-08-28 09:18:27,False,False,True,False,110,6,True,0.6729468703269958,0.8437634110450745
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,7,7,Answer: Twelve nonfederal entities identified positive experiences using nine of CISA’s products and services.,3026,21,3047,0.026340891000018,8.344314012999803,Qwen/Qwen3-8B,2026-08-28 09:18:35,False,False,True,False,110,7,True,0.6729468703269958,0.8533381223678589
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,8,8,"The retrieved context indicates that twelve of the thirteen selected nonfederal entities cited examples of positive experiences with CISA's OT products and services. However, it does not specify the exact number of entities that cited positive experiences. Therefore, based on the provided information, we cannot determine the exact number of selected nonfederal entities that cited positive experiences with CISA OT products and services.",3637,77,3714,0.026340891000018,18.059587851999822,Qwen/Qwen3-8B,2026-08-28 09:18:53,False,False,True,False,439,8,True,0.6729468703269958,0.8709732294082642
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,9,9,"The retrieved context indicates that twelve of the thirteen selected nonfederal entities cited positive experiences with CISA's OT products and services. Therefore, twelve of the selected nonfederal entities cited positive experiences.",3963,41,4004,0.026340891000018,14.6956491320002,Qwen/Qwen3-8B,2026-08-28 09:19:08,False,False,True,False,235,9,True,0.6729468703269958,0.882228434085846
EQ004,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Factual,,Low,Yes,Twelve of 13 selected nonfederal entities cited positive experiences.,GAO-24-106576,PDF p. 2,10,10,"The context indicates that twelve of the thirteen selected nonfederal entities cited positive experiences with CISA's OT products and services. Therefore, twelve of the selected nonfederal entities cited positive experiences.",4538,40,4578,0.026340891000018,17.641575568999997,Qwen/Qwen3-8B,2026-08-28 09:19:25,False,False,True,False,225,10,True,0.6729468703269958,0.9374867677688599
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,1,1,"The context indicates that there are six desirable characteristics of a national strategy, as identified in prior GAO work. However, it does not specify how many of these characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan. Therefore, the answer cannot be determined from the given context.",617,59,676,0.0247369579997212,6.352958971000135,Qwen/Qwen3-8B,2026-08-28 09:19:32,False,False,True,False,338,1,True,0.32427075505256653,0.32427075505256653
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,2,2,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,853,22,875,0.0247369579997212,3.07142302200009,Qwen/Qwen3-8B,2026-08-28 09:19:35,False,False,True,False,143,2,True,0.32427075505256653,0.3268023431301117
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,3,3,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1202,22,1224,0.0247369579997212,3.8999869969998144,Qwen/Qwen3-8B,2026-08-28 09:19:39,False,False,True,False,143,3,True,0.32427075505256653,0.3537943363189697
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,4,4,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1708,22,1730,0.0247369579997212,4.567754844000319,Qwen/Qwen3-8B,2026-08-28 09:19:44,False,False,True,False,143,4,True,0.32427075505256653,0.3539147675037384
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,5,5,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1945,22,1967,0.0247369579997212,5.065566209000281,Qwen/Qwen3-8B,2026-08-28 09:19:49,False,False,True,False,143,5,True,0.32427075505256653,0.35686755180358887
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,6,6,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,2496,22,2518,0.0247369579997212,6.556234637000216,Qwen/Qwen3-8B,2026-08-28 09:19:55,False,False,True,False,143,6,True,0.32427075505256653,0.3683684766292572
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,7,7,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,2988,22,3010,0.0247369579997212,8.411858938000023,Qwen/Qwen3-8B,2026-08-28 09:20:04,False,False,True,False,143,7,True,0.32427075505256653,0.430647611618042
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,8,8,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,3397,22,3419,0.0247369579997212,9.84092295900018,Qwen/Qwen3-8B,2026-08-28 09:20:14,False,False,True,False,143,8,True,0.32427075505256653,0.4362538158893585
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,9,9,The National Cybersecurity Strategy and implementation plan fully addressed four of the six desirable characteristics of a national strategy.,3924,22,3946,0.0247369579997212,11.680024414999934,Qwen/Qwen3-8B,2026-08-28 09:20:25,False,False,True,False,141,9,True,0.32427075505256653,0.4552311301231384
EQ005,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,Factual,,Low,Yes,They fully addressed four of six desirable characteristics.,GAO-24-106916,PDF p. 2,10,10,The National Cybersecurity Strategy and implementation plan fully addressed four of the six desirable characteristics of a national strategy.,4003,22,4025,0.0247369579997212,12.369429055000182,Qwen/Qwen3-8B,2026-08-28 09:20:38,False,False,True,False,141,10,True,0.32427075505256653,0.4675368070602417
EQ006,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,Factual,,Low,Yes,"They grew by about 1,300 percent.",GAO-16-885T,PDF p. 2,1,1,The context provided does not contain sufficient evidence to determine the percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015.,656,35,691,0.0194141289998697,4.624844044999918,Qwen/Qwen3-8B,2026-08-28 09:20:43,False,False,True,False,169,1,True,0.6618627309799194,0.6618627309799194
EQ006,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,Factual,,Low,Yes,"They grew by about 1,300 percent.",GAO-16-885T,PDF p. 2,2,2,"The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is approximately 1,300 percent.",1356,34,1390,0.0194141289998697,4.931637229999978,Qwen/Qwen3-8B,2026-08-28 09:20:48,False,False,True,False,129,2,True,0.6618627309799194,0.7311269640922546
EQ006,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,Factual,,Low,Yes,"They grew by about 1,300 percent.",GAO-16-885T,PDF p. 2,3,3,"The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is approximately 1,300 percent.",1916,34,1950,0.0194141289998697,6.421235479999723,Qwen/Qwen3-8B,2026-08-28 09:20:54,False,False,True,False,129,3,True,0.6618627309799194,0.7701978087425232
