ID,K,Question,Reference,Generated_Answer,Evidence_Coverage,Answer_Similarity,Quality_Score,Prompt_Tokens,Generated_Tokens,Total_Tokens,Retrieval_Time_Seconds,Generation_Time_Seconds,Total_Latency_Seconds,Num_Retrieved_Chunks,Primary_Category,Secondary_Category,Complexity,Answerable
EQ002,1,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,The 23 civilian CFO Act agencies were covered in GAO's incident-response preparedness finding.,0.8333333333333334,0.38762754367195645,0.6550510174687826,814,21,835,0.0195716670000365,2.9365615309998248,2.9561331979998613,1,Factual,,Low,Yes
EQ002,2,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies were covered in GAO's incident-response preparedness finding.,0.8333333333333334,0.24577167551711865,0.5983086702068474,1379,33,1412,0.0195716670000365,5.526953756999774,5.54652542399981,2,Factual,,Low,Yes
EQ002,3,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies were covered in GAO's incident-response preparedness finding.,0.8333333333333334,0.24577167551711865,0.5983086702068474,1927,33,1960,0.0195716670000365,6.028005253000174,6.0475769200002105,3,Factual,,Low,Yes
EQ002,4,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The context states that ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies"" were covered in GAO's incident-response preparedness finding. Therefore, the number of civilian CFO Act agencies covered is 23.",0.8333333333333334,0.3933277861266427,0.6573311144506571,2390,54,2444,0.0195716670000365,9.828426055999898,9.847997722999935,4,Factual,,Low,Yes
EQ002,5,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The context indicates that there are 23 civilian CFO Act agencies. The question asks how many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding. The retrieved context explicitly states that the GAO reviewed documentation from the 23 civilian agencies and CISA to assess their progress in meeting key requirements. Therefore, the answer is 23.",0.8333333333333334,0.38790707539105485,0.655162830156422,2960,75,3035,0.0195716670000365,14.553675268000006,14.573246935000043,5,Factual,,Low,Yes
EQ002,6,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",0.8333333333333334,0.39547860946119767,0.6581914437844791,3239,78,3317,0.0195716670000365,16.288881172999936,16.308452839999973,6,Factual,,Low,Yes
EQ002,7,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",0.8333333333333334,0.3954786094611976,0.658191443784479,3369,79,3448,0.0195716670000365,17.259289181999975,17.27886084900001,7,Factual,,Low,Yes
EQ002,8,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is directly stated in the context: ""The 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies have made progress in cybersecurity incident response preparedness..."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",0.8333333333333334,0.3954786094611976,0.658191443784479,3600,79,3679,0.0195716670000365,17.974729323000247,17.994300990000283,8,Factual,,Low,Yes
EQ002,9,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The context indicates that there are 23 civilian CFO Act agencies. This is explicitly stated in the context from SOURCE 1, which mentions ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",0.8333333333333334,0.4296545025242381,0.6718618010096953,3835,75,3910,0.0195716670000365,18.85592192100012,18.875493588000158,9,Factual,,Low,Yes
EQ002,10,How many civilian CFO Act agencies were covered in GAO's incident-response preparedness finding?,The report covered 23 civilian CFO Act agencies.,"The retrieved context indicates that there are 23 civilian CFO Act agencies. This is explicitly stated in the context from SOURCE 1, which mentions ""the 23 civilian Chief Financial Officers (CFO) Act of 1990 agencies."" Therefore, the number of civilian CFO Act agencies covered in GAO's incident-response preparedness finding is 23.",0.8333333333333334,0.42965450252423804,0.6718618010096953,4327,76,4403,0.0195716670000365,21.87323834300014,21.892810010000176,10,Factual,,Low,Yes
EQ003,1,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,"The context does not specify the exact date when CISA's incident-response playbook was issued. It only mentions that as of October 2022, agencies had updated or better aligned their incident response plans with the playbook. Therefore, based on the provided information, the exact issuance date of the playbook is not stated.",0.4,0.17663460362628158,0.3106538414505126,660,65,725,0.0770922010001413,6.954923933999908,7.032016135000049,1,Factual,,Low,Yes
EQ003,2,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,"The context does not specify the exact date when CISA's incident-response playbook was issued. It only mentions that agencies had updated or better aligned their incident response plans with the playbook as of October 2022, and that CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks. Without a specific date provided in the context, the exact issuance date cannot be determined from the given information.",0.6,0.21508718980648928,0.4460348759225957,1106,84,1190,0.0770922010001413,9.733281177999745,9.810373378999886,2,Factual,,Low,Yes
EQ003,3,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,"The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks, which include the incident-response playbook, were issued in November 2021.",1.0,0.24709630511647065,0.6988385220465883,1669,31,1700,0.0770922010001413,5.429228363999755,5.506320564999896,3,Factual,,Low,Yes
EQ003,4,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks in November 2021.,1.0,0.3980473631752996,0.7592189452701198,2236,24,2260,0.0770922010001413,6.248432596999919,6.32552479800006,4,Factual,,Low,Yes
EQ003,5,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,1.0,0.2471377631751765,0.6988551052700706,2716,23,2739,0.0770922010001413,7.461865176000174,7.538957377000315,5,Factual,,Low,Yes
EQ003,6,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,1.0,0.2471377631751765,0.6988551052700706,3380,23,3403,0.0770922010001413,9.996965053000167,10.074057254000309,6,Factual,,Low,Yes
EQ003,7,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,1.0,0.2471377631751765,0.6988551052700706,3715,23,3738,0.0770922010001413,11.244500108000013,11.321592309000154,7,Factual,,Low,Yes
EQ003,8,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,The Federal Government Cybersecurity Incident & Vulnerability Response Playbooks were issued in November 2021.,1.0,0.2471377631751765,0.6988551052700706,3994,23,4017,0.0770922010001413,12.42987072599999,12.506962927000131,8,Factual,,Low,Yes
EQ003,9,When was CISA's incident-response playbook issued?,CISA issued the playbook in November 2021.,"The retrieved context indicates that CISA issued the Federal Government Cybersecurity Incident & Vulnerability Response Playbooks in November 2021. This is stated in Source 4, which mentions that CISA is to develop a standard set of operational procedures (playbook) to be used by agencies in planning and conducting cybersecurity vulnerability and incident response activities, and that federal agencies are to use the CISA playbook (issued in November 2021).",1.0,0.339341314254935,0.735736525701974,4606,92,4698,0.0770922010001413,26.041747297000256,26.118839498000398,9,Factual,,Low,Yes
EQ004,1,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The context does not provide the specific number of selected nonfederal entities that cited positive experiences with CISA OT products and services. Therefore, the answer cannot be determined from the given information.",0.5714285714285714,0.19629248922634496,0.4213741385476808,170,39,209,0.026340891000018,3.818129937999856,3.844470828999874,1,Factual,,Low,Yes
EQ004,2,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The context does not provide a specific number of the selected nonfederal entities that cited positive experiences with CISA OT products and services. It only mentions that the nonfederal entities were asked to describe any positive experiences, and these experiences are detailed in appendices V and VI. Without access to the appendices, the exact count cannot be determined from the given context.",0.7142857142857143,0.21035290352828678,0.5127125899827433,354,75,429,0.026340891000018,7.6175562309999805,7.6438971219999985,2,Factual,,Low,Yes
EQ004,3,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The context does not provide specific information on the number of selected nonfederal entities that cited positive experiences with CISA OT products and services. It only mentions that nonfederal entities were asked to describe positive experiences, and these experiences are detailed in appendices V and VI. However, the exact count is not given in the retrieved context.",0.7142857142857143,0.2295526127690189,0.5203924736790361,940,69,1009,0.026340891000018,7.637086159999853,7.663427050999871,3,Factual,,Low,Yes
EQ004,4,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,Answer: Twelve nonfederal entities identified positive experiences with CISA OT products and services.,0.8571428571428571,0.20745738094295238,0.5972686666628952,1455,19,1474,0.026340891000018,3.726204438999957,3.752545329999975,4,Factual,,Low,Yes
EQ004,5,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The selected nonfederal entities identified positive experiences with nine of CISA’s products and services. Additionally, three products were noted to have positive experiences, making a total of twelve nonfederal entities that identified positive experiences. However, the exact number of nonfederal entities that cited positive experiences is not specified in the context.",0.8571428571428571,0.38535361122639167,0.6684271587762709,1997,66,2063,0.026340891000018,9.250926569000056,9.277267460000074,5,Factual,,Low,Yes
EQ004,6,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,Answer: Twelve nonfederal entities identified positive experiences using nine of CISA’s products and services.,1.0,0.23351263619611348,0.6934050544784454,2717,21,2738,0.026340891000018,7.483275878999848,7.509616769999866,6,Factual,,Low,Yes
EQ004,7,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,Answer: Twelve nonfederal entities identified positive experiences using nine of CISA’s products and services.,1.0,0.23351263619611348,0.6934050544784454,3026,21,3047,0.026340891000018,8.344314012999803,8.37065490399982,7,Factual,,Low,Yes
EQ004,8,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The retrieved context indicates that twelve of the thirteen selected nonfederal entities cited examples of positive experiences with CISA's OT products and services. However, it does not specify the exact number of entities that cited positive experiences. Therefore, based on the provided information, we cannot determine the exact number of selected nonfederal entities that cited positive experiences with CISA OT products and services.",1.0,0.3610952507969156,0.7444381003187662,3637,77,3714,0.026340891000018,18.059587851999822,18.08592874299984,8,Factual,,Low,Yes
EQ004,9,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The retrieved context indicates that twelve of the thirteen selected nonfederal entities cited positive experiences with CISA's OT products and services. Therefore, twelve of the selected nonfederal entities cited positive experiences.",1.0,0.5359271546400822,0.8143708618560329,3963,41,4004,0.026340891000018,14.6956491320002,14.721990023000219,9,Factual,,Low,Yes
EQ004,10,How many of the selected nonfederal entities cited positive experiences with CISA OT products and services?,Twelve of 13 selected nonfederal entities cited positive experiences.,"The context indicates that twelve of the thirteen selected nonfederal entities cited positive experiences with CISA's OT products and services. Therefore, twelve of the selected nonfederal entities cited positive experiences.",1.0,0.543826325105049,0.8175305300420196,4538,40,4578,0.026340891000018,17.641575568999997,17.667916460000015,10,Factual,,Low,Yes
EQ005,1,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,"The context indicates that there are six desirable characteristics of a national strategy, as identified in prior GAO work. However, it does not specify how many of these characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan. Therefore, the answer cannot be determined from the given context.",0.6666666666666666,0.1622478951697686,0.4648991580679074,617,59,676,0.0247369579997212,6.352958971000135,6.377695928999856,1,Factual,,Low,Yes
EQ005,2,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,0.8333333333333334,0.2902499126002002,0.6160999650400801,853,22,875,0.0247369579997212,3.07142302200009,3.096159979999811,2,Factual,,Low,Yes
EQ005,3,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,1202,22,1224,0.0247369579997212,3.8999869969998144,3.9247239549995356,3,Factual,,Low,Yes
EQ005,4,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,1708,22,1730,0.0247369579997212,4.567754844000319,4.5924918020000405,4,Factual,,Low,Yes
EQ005,5,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,1945,22,1967,0.0247369579997212,5.065566209000281,5.090303167000002,5,Factual,,Low,Yes
EQ005,6,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,2496,22,2518,0.0247369579997212,6.556234637000216,6.580971594999937,6,Factual,,Low,Yes
EQ005,7,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,2988,22,3010,0.0247369579997212,8.411858938000023,8.436595895999744,7,Factual,,Low,Yes
EQ005,8,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan jointly addressed four of the six desirable characteristics of a national strategy.,1.0,0.2902499126002002,0.7160999650400801,3397,22,3419,0.0247369579997212,9.84092295900018,9.8656599169999,8,Factual,,Low,Yes
EQ005,9,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan fully addressed four of the six desirable characteristics of a national strategy.,1.0,0.3661805807526544,0.7464722323010617,3924,22,3946,0.0247369579997212,11.680024414999934,11.704761372999656,9,Factual,,Low,Yes
EQ005,10,How many desirable strategy characteristics were fully addressed by the National Cybersecurity Strategy and implementation plan?,They fully addressed four of six desirable characteristics.,The National Cybersecurity Strategy and implementation plan fully addressed four of the six desirable characteristics of a national strategy.,1.0,0.3661805807526544,0.7464722323010617,4003,22,4025,0.0247369579997212,12.369429055000182,12.394166012999904,10,Factual,,Low,Yes
EQ006,1,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.",The context provided does not contain sufficient evidence to determine the percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015.,0.0,0.0,0.0,656,35,691,0.0194141289998697,4.624844044999918,4.644258173999788,1,Factual,,Low,Yes
EQ006,2,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is approximately 1,300 percent.",0.75,0.0825967281568812,0.48303869126275245,1356,34,1390,0.0194141289998697,4.931637229999978,4.951051358999847,2,Factual,,Low,Yes
EQ006,3,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is approximately 1,300 percent.",0.75,0.0825967281568812,0.48303869126275245,1916,34,1950,0.0194141289998697,6.421235479999723,6.440649608999593,3,Factual,,Low,Yes
EQ006,4,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is approximately 1,300 percent.",0.75,0.0825967281568812,0.48303869126275245,2150,34,2184,0.0194141289998697,6.790843094000138,6.810257223000008,4,Factual,,Low,Yes
EQ006,5,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 was about 1,300 percent.",0.75,0.14747497813276503,0.508989991253106,2432,34,2466,0.0194141289998697,7.891794543999822,7.911208672999692,5,Factual,,Low,Yes
EQ006,6,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 was about 1,300 percent.",0.75,0.14747497813276503,0.508989991253106,2993,34,3027,0.0194141289998697,9.891547457999875,9.910961586999745,6,Factual,,Low,Yes
EQ006,7,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 was about 1,303 percent.",0.75,0.0533202642493145,0.4713281056997258,3389,34,3423,0.0194141289998697,11.543082949000109,11.562497077999979,7,Factual,,Low,Yes
EQ006,8,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 is 1,303 percent.",0.75,0.026588098453559555,0.46063523938142376,3954,33,3987,0.0194141289998697,13.523676055000124,13.543090183999993,8,Factual,,Low,Yes
EQ006,9,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth of cyber incidents affecting federal agencies from fiscal year 2006 to 2015 was about 1,303 percent.",0.75,0.0533202642493145,0.4713281056997258,4420,34,4454,0.0194141289998697,16.1105298880002,16.12994401700007,9,Factual,,Low,Yes
EQ006,10,By about what percentage did cyber incidents affecting federal agencies grow from fiscal year 2006 to 2015?,"They grew by about 1,300 percent.","The percentage growth in cyber incidents affecting federal agencies from fiscal year 2006 to 2015 was about 1,303 percent.",0.75,0.0533202642493145,0.4713281056997258,4945,34,4979,0.0194141289998697,18.820845051000106,18.840259179999975,10,Factual,,Low,Yes
EQ007,1,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,"GAO made 219 recommendations to address NIH security deficiencies, which included 66 recommendations for the security program and 153 recommendations related to system controls.",1.0,0.5054952453350465,0.8021980981340187,872,36,908,0.0294323319999421,4.714109246000135,4.743541578000077,1,Factual,,Low,Yes
EQ007,2,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,"GAO made 219 recommendations to address NIH security deficiencies, which included 66 recommendations for the security program and 153 recommendations related to system controls.",1.0,0.5054952453350465,0.8021980981340187,1069,36,1105,0.0294323319999421,4.690191722999771,4.719624054999713,2,Factual,,Low,Yes
EQ007,3,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,GAO made 219 recommendations to address NIH security deficiencies.,1.0,0.22399687022024659,0.6895987480880986,1222,15,1237,0.0294323319999421,2.9255954510003903,2.9550277830003324,3,Factual,,Low,Yes
EQ007,4,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,"GAO made 219 recommendations to address NIH security deficiencies, which included 66 recommendations for the security program and 153 recommendations related to system controls.",1.0,0.5054952453350465,0.8021980981340187,1432,36,1468,0.0294323319999421,5.457057669999813,5.486490001999755,4,Factual,,Low,Yes
EQ007,5,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,GAO made 219 recommendations to address NIH security deficiencies.,1.0,0.22399687022024659,0.6895987480880986,1899,15,1914,0.0294323319999421,4.198216688999764,4.227649020999706,5,Factual,,Low,Yes
EQ007,6,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,"The GAO made 219 recommendations to address NIH security deficiencies, which included 66 recommendations related to the security program and 153 recommendations related to system controls.",1.0,0.3705579150078454,0.7482231660031382,2364,38,2402,0.0294323319999421,8.087088263000169,8.116520595000111,6,Factual,,Low,Yes
EQ007,7,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,"The GAO made 219 recommendations to address NIH security deficiencies, which included 66 recommendations related to the security program and 153 recommendations related to system controls.",1.0,0.3705579150078454,0.7482231660031382,2588,38,2626,0.0294323319999421,8.964260975999878,8.99369330799982,7,Factual,,Low,Yes
EQ007,8,How many recommendations did GAO make to address NIH security deficiencies?,GAO made 219 recommendations: 66 for the security program and 153 for system controls.,The GAO made 219 recommendations to address NIH security deficiencies.,1.0,0.2409893699327822,0.6963957479731129,2779,16,2795,0.0294323319999421,6.88596670700008,6.915399039000022,8,Factual,,Low,Yes
